,Unnamed: 0,id,standard_smiles,mol,rule_of_five,rule_of_ghose,rule_of_veber,rule_of_reos,alerts_BMS,alerts_PAINS,alerts_SureChEMBL,alerts_Chelator,alerts_AlphaScreen-Hitters,alerts_Frequent-Hitter,filters_NIBR,filter_complexity,filter_bredt,filter_molecular_graph,cluster,smiles
1003,1551,compound_2668,CNC(=O)CSc1nnc(Nc2ccc(C)c(C)c2)s1,<rdkit.Chem.rdchem.Mol object at 0x7352c10e98c0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,883,CNC(=O)CSc1nnc(Nc2ccc(C)c(C)c2)s1
1004,1552,compound_1308,COc1ccc(OC)c(N(CC(=O)NC2CC2)S(C)(=O)=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9930>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,882,COc1ccc(OC)c(N(CC(=O)NC2CC2)S(C)(=O)=O)c1
1005,1553,compound_0261,O=C(Nc1ccc2c(c1)OCO2)c1noc2c1CCc1ccccc1-2,<rdkit.Chem.rdchem.Mol object at 0x7352c10e99a0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,881,O=C(Nc1ccc2c(c1)OCO2)c1noc2c1CCc1ccccc1-2
1006,1554,compound_2073,NS(=O)(=O)c1ccc(NC(=O)Cc2nc3ccccc3s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9a10>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,880,NS(=O)(=O)c1ccc(NC(=O)Cc2nc3ccccc3s2)cc1
1007,1555,compound_1532,COc1ccc(C(=O)Nc2ccccc2C(=O)NC(C)C)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9a80>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,879,COc1ccc(C(=O)Nc2ccccc2C(=O)NC(C)C)cc1OC
1008,1557,compound_0517,Cc1sc(NC(=O)COc2ccc(F)cc2)c(C(N)=O)c1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9b60>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,54,Cc1sc(NC(=O)COc2ccc(F)cc2)c(C(N)=O)c1C
1009,1558,compound_2641,Cc1c(C(=O)OC2CCCC2C)[nH]c2c1C(=O)CCC2,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9bd0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,878,Cc1c(C(=O)OC2CCCC2C)[nH]c2c1C(=O)CCC2
1010,1559,compound_2765,Cc1cccc(NC(=O)CSc2nnc(C)n2C)c1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9c40>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,103,Cc1cccc(NC(=O)CSc2nnc(C)n2C)c1C
1011,1560,compound_0756,COc1ccc(NC(=O)C2=C(C)NC(=O)NC2c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9cb0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,877,COc1ccc(NC(=O)C2=C(C)NC(=O)NC2c2ccccc2)cc1
1012,1562,compound_0541,N#Cc1nc(COc2ccc(F)cc2)oc1N1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9d90>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,184,N#Cc1nc(COc2ccc(F)cc2)oc1N1CCCCC1
1013,1563,compound_1375,CN(C(=O)c1ccncc1)c1nnc(-c2ccncc2)s1,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9e00>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,876,CN(C(=O)c1ccncc1)c1nnc(-c2ccncc2)s1
1014,1565,compound_0691,Cc1cc(NC(=O)CSc2nnc3ccccn23)no1,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9ee0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,10,Cc1cc(NC(=O)CSc2nnc3ccccn23)no1
1015,1566,compound_2517,O=C(NCc1ccco1)C1CCCN1C(=O)Nc1cccc(F)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9f50>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,165,O=C(NCc1ccco1)C1CCCN1C(=O)Nc1cccc(F)c1
1016,1567,compound_1536,O=C(OCC(=O)N1CCCCC1)c1ccccc1C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7352c10e9fc0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,875,O=C(OCC(=O)N1CCCCC1)c1ccccc1C(F)(F)F
1017,1570,compound_2202,N#Cc1ccccc1OCC(=O)Nc1nnc(C2CC2)s1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea110>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,874,N#Cc1ccccc1OCC(=O)Nc1nnc(C2CC2)s1
1018,1572,compound_0799,CCOc1ccc(S(=O)(=O)NCc2ccncc2)cc1NC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea1f0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,873,CCOc1ccc(S(=O)(=O)NCc2ccncc2)cc1NC(C)=O
1019,1573,compound_1015,COC(=O)CSc1nnc(COc2cccc(C)c2)n1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea260>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,872,COC(=O)CSc1nnc(COc2cccc(C)c2)n1C
1020,1574,compound_0204,CN(C)C(=O)CCS(=O)(=O)c1ccc2ccccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea2d0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,182,CN(C)C(=O)CCS(=O)(=O)c1ccc2ccccc2c1
1021,1575,compound_1477,CCN(CC(=O)N1CCOCC1)S(=O)(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea340>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,94,CCN(CC(=O)N1CCOCC1)S(=O)(=O)c1ccccc1
1022,1576,compound_0406,CCOC(=O)c1c(NC(C)=O)sc(C(C)=O)c1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea3b0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,871,CCOC(=O)c1c(NC(C)=O)sc(C(C)=O)c1-c1ccccc1
1023,1577,compound_0490,CCOC(=O)C1CCN(C(=O)CCc2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea420>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,183,CCOC(=O)C1CCN(C(=O)CCc2ccccc2)CC1
1024,1578,compound_1915,CN(C)C(=O)CN(C)S(=O)(=O)c1ccc2ccccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea490>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,182,CN(C)C(=O)CN(C)S(=O)(=O)c1ccc2ccccc2c1
1025,1580,compound_1783,COc1ccc(CNC(=O)COc2ccc(C)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea570>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,9,COc1ccc(CNC(=O)COc2ccc(C)cc2)cc1
1026,1581,compound_2076,CCCCNC(=O)C(C)N(c1cc(C)cc(C)c1)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea5e0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,49,CCCCNC(=O)C(C)N(c1cc(C)cc(C)c1)S(C)(=O)=O
1027,1582,compound_2060,COC(=O)C1CCCCN1S(=O)(=O)c1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea650>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,870,COC(=O)C1CCCCN1S(=O)(=O)c1ccc(C)cc1
1028,1584,compound_1738,Cc1ccn2cc(CCNC(=O)c3ccc(F)c(F)c3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea730>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,869,Cc1ccn2cc(CCNC(=O)c3ccc(F)c(F)c3)nc2c1
1029,1585,compound_1451,Fc1ccc(-c2cc(N3CCOCC3)nc(-c3cccnc3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea7a0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,868,Fc1ccc(-c2cc(N3CCOCC3)nc(-c3cccnc3)n2)cc1
1030,1588,compound_0726,Cc1cccc(-c2nc(C#N)c(N3CCOCC3)o2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea8f0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,867,Cc1cccc(-c2nc(C#N)c(N3CCOCC3)o2)c1
1031,1589,compound_2663,CCC1Oc2ccc(Cl)cc2N(CC(=O)NCCCOC)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10ea960>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,866,CCC1Oc2ccc(Cl)cc2N(CC(=O)NCCCOC)C1=O
1032,1591,compound_2228,Cc1cc2cc(CNC(=O)c3ccc(F)c(F)c3)ccc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eaa40>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,865,Cc1cc2cc(CNC(=O)c3ccc(F)c(F)c3)ccc2[nH]1
1033,1593,compound_1113,CC1CCCCC1NC(=O)COc1ncnc2sc3c(c12)CCC3,<rdkit.Chem.rdchem.Mol object at 0x7352c10eab20>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100,CC1CCCCC1NC(=O)COc1ncnc2sc3c(c12)CCC3
1034,1595,compound_1152,COc1ccc2c(c1OC)C(=O)N(c1ccc(C(C)=O)cc1)C2,<rdkit.Chem.rdchem.Mol object at 0x7352c10eac00>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,181,COc1ccc2c(c1OC)C(=O)N(c1ccc(C(C)=O)cc1)C2
1035,1596,compound_2027,COc1ccc(NS(=O)(=O)c2c(C)[nH]c(=O)[nH]c2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eac70>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,864,COc1ccc(NS(=O)(=O)c2c(C)[nH]c(=O)[nH]c2=O)cc1
1036,1597,compound_2679,CS(=O)(=O)c1cccc(N2CCN(CC3CCCCO3)C2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eace0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,863,CS(=O)(=O)c1cccc(N2CCN(CC3CCCCO3)C2=O)c1
1037,1598,compound_0425,O=C(NCc1ccc2c(c1)OCO2)c1ccc(C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ead50>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,862,O=C(NCc1ccc2c(c1)OCO2)c1ccc(C(F)(F)F)cc1
1038,1599,compound_1183,CCOC(=O)CNC(=O)c1cccc(NC(=O)c2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eadc0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,861,CCOC(=O)CNC(=O)c1cccc(NC(=O)c2ccccc2)c1
1039,1601,compound_1373,COc1ccccc1Nc1nc(N2CCOCC2)c2cnn(C)c2n1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eaea0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,860,COc1ccccc1Nc1nc(N2CCOCC2)c2cnn(C)c2n1
1040,1603,compound_0752,Cc1ccc(C)c(C(=O)Nc2cc(C)nn2-c2nc(C)cc(C)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eaf80>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,859,Cc1ccc(C)c(C(=O)Nc2cc(C)nn2-c2nc(C)cc(C)n2)c1
1041,1605,compound_2930,CNC(=O)Cn1nc(-c2ccc(C)cc2)c2ccccc2c1=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb060>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,858,CNC(=O)Cn1nc(-c2ccc(C)cc2)c2ccccc2c1=O
1042,1607,compound_2020,N#Cc1ccc(COC(=O)c2ccc3ccccc3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb140>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,857,N#Cc1ccc(COC(=O)c2ccc3ccccc3n2)cc1
1043,1608,compound_1324,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb1b0>,True,True,True,True,True,True,True,True,True,True,False,True,True,True,856,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3
1044,1610,compound_2904,COCCCNC(=O)c1cc2ccc(O)cc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb290>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,855,COCCCNC(=O)c1cc2ccc(O)cc2oc1=O
1045,1611,compound_0754,Cc1c(CC(=O)NCc2ccc(F)cc2)c(=O)oc2cc(O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb300>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,83,Cc1c(CC(=O)NCc2ccc(F)cc2)c(=O)oc2cc(O)ccc12
1046,1613,compound_2483,CC(=O)Nc1ccc(-c2nnc3n2CCCCC3)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb3e0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,180,CC(=O)Nc1ccc(-c2nnc3n2CCCCC3)cc1
1047,1614,compound_0770,COc1cccc(NC(=O)CSc2nnnn2C2CCCC2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb450>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,16,COc1cccc(NC(=O)CSc2nnnn2C2CCCC2)c1
1048,1615,compound_1556,CCOC(=O)c1c(NC(=O)Cc2cccs2)sc(C)c1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb4c0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,27,CCOC(=O)c1c(NC(=O)Cc2cccs2)sc(C)c1C
1049,1616,compound_0285,CSc1nsc(SCC(=O)c2ccc(NC(C)=O)cc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb530>,True,True,True,True,True,True,True,True,True,True,False,True,True,True,854,CSc1nsc(SCC(=O)c2ccc(NC(C)=O)cc2)n1
1050,1617,compound_2394,c1nc(NCc2ccc3c(c2)OCO3)c2nc[nH]c2n1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb5a0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,853,c1nc(NCc2ccc3c(c2)OCO3)c2nc[nH]c2n1
1051,1619,compound_2739,CCC(NC(=O)c1cccc(Cl)c1)c1ccc(OC)c(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb680>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,852,CCC(NC(=O)c1cccc(Cl)c1)c1ccc(OC)c(OC)c1
1052,1620,compound_1712,Cc1cc(C)c2c(N)c(S(=O)(=O)c3ccccc3)sc2n1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb6f0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,851,Cc1cc(C)c2c(N)c(S(=O)(=O)c3ccccc3)sc2n1
1053,1621,compound_1990,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb760>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,850,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O
1054,1622,compound_0946,O=C(OCCOC(=O)N1CCOCC1)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb7d0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,849,O=C(OCCOC(=O)N1CCOCC1)N1CCOCC1
1055,1625,compound_2124,Nc1nc(Cn2nnc(-c3ccncc3)n2)nc(N2CCCCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eb920>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,848,Nc1nc(Cn2nnc(-c3ccncc3)n2)nc(N2CCCCC2)n1
1056,1627,compound_2538,O=C(CSc1nc2ccccc2o1)Nc1ccccc1F,<rdkit.Chem.rdchem.Mol object at 0x7352c10eba00>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,67,O=C(CSc1nc2ccccc2o1)Nc1ccccc1F
1057,1629,compound_0330,Cc1cccc(C)c1NC(=O)c1cnc2n(c1=O)CCS2,<rdkit.Chem.rdchem.Mol object at 0x7352c10ebae0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,13,Cc1cccc(C)c1NC(=O)c1cnc2n(c1=O)CCS2
1058,1630,compound_2520,CC(C)Cn1c(N2CCOCC2)nc2c1c(=O)[nH]c(=O)n2C,<rdkit.Chem.rdchem.Mol object at 0x7352c10ebb50>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,138,CC(C)Cn1c(N2CCOCC2)nc2c1c(=O)[nH]c(=O)n2C
1059,1631,compound_1679,O=C(Nc1ccc(-c2nnc3n2CCCCC3)cc1)C1CCC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ebbc0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,180,O=C(Nc1ccc(-c2nnc3n2CCCCC3)cc1)C1CCC1
1060,1632,compound_1804,CCC(CC)NC(=O)c1nn(C)c(=O)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7352c10ebc30>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,179,CCC(CC)NC(=O)c1nn(C)c(=O)c2ccccc12
1061,1633,compound_2031,CCC(=O)Nc1ccccc1N1CCN(C(=O)C(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ebca0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,847,CCC(=O)Nc1ccccc1N1CCN(C(=O)C(C)C)CC1
1062,1634,compound_1865,CCC(=O)N1CCN(c2ccc(C(C)=O)cc2F)CC1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10ebd10>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,846,CCC(=O)N1CCN(c2ccc(C(C)=O)cc2F)CC1C
1063,1635,compound_0309,CCc1ccc(C(=O)OCC(=O)Nc2ccc(C(N)=O)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ebd80>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,CCc1ccc(C(=O)OCC(=O)Nc2ccc(C(N)=O)cc2)cc1
1064,1636,compound_1756,Cc1cccc(C(=O)NC(C)C(=O)Nc2cc(C)on2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ebdf0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,845,Cc1cccc(C(=O)NC(C)C(=O)Nc2cc(C)on2)c1
1065,1639,compound_2324,CC(C)OC(=O)CSc1ncnc2c1cnn2-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ebf40>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,178,CC(C)OC(=O)CSc1ncnc2c1cnn2-c1ccccc1
1066,1640,compound_0151,CCn1c(SCC(=O)N(C)CCC#N)nc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec040>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,177,CCn1c(SCC(=O)N(C)CCC#N)nc2ccccc21
1067,1641,compound_1720,CC1CCN(C(=O)COC(=O)c2[nH]nc3ccccc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec0b0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,844,CC1CCN(C(=O)COC(=O)c2[nH]nc3ccccc23)CC1
1068,1642,compound_1013,Nn1c(SCc2ccccc2)nnc1-c1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec120>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,843,Nn1c(SCc2ccccc2)nnc1-c1ccccn1
1069,1643,compound_0585,O=S1(=O)N=C(Nc2cc(Cl)ccc2Cl)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec190>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,842,O=S1(=O)N=C(Nc2cc(Cl)ccc2Cl)c2ccccc21
1070,1645,compound_2735,COC(=O)C1Cc2ccccc2CN1S(=O)(=O)c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec270>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,841,COC(=O)C1Cc2ccccc2CN1S(=O)(=O)c1ccc(F)cc1
1071,1646,compound_2557,Cc1cc(C)n2nc(C(=O)Nc3nnc(C4CC4)s3)nc2n1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec2e0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,840,Cc1cc(C)n2nc(C(=O)Nc3nnc(C4CC4)s3)nc2n1
1072,1647,compound_1198,CC1CC(C)CN(C(=O)CSc2nnc(-c3cccs3)o2)C1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec350>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,129,CC1CC(C)CN(C(=O)CSc2nnc(-c3cccs3)o2)C1
1073,1648,compound_0907,O=C(NCCCO)c1ccc(CSc2nc3ccccc3[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec3c0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,839,O=C(NCCCO)c1ccc(CSc2nc3ccccc3[nH]2)cc1
1074,1649,compound_2308,Cc1cc2nnc(SCC(=O)N(C)CCC#N)n2c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec430>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,838,Cc1cc2nnc(SCC(=O)N(C)CCC#N)n2c2ccccc12
1075,1650,compound_1101,COc1cccc(-n2nnnc2SCC(=O)N2CCCCC2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec4a0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,53,COc1cccc(-n2nnnc2SCC(=O)N2CCCCC2)c1
1076,1654,compound_1862,COC(=O)CN1c2ccccc2S(=O)(=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec660>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,837,COC(=O)CN1c2ccccc2S(=O)(=O)c2ccccc21
1077,1655,compound_0792,COc1cc(NC(C)=O)c(Cl)cc1C(=O)Nc1cc(C)on1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec6d0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,836,COc1cc(NC(C)=O)c(Cl)cc1C(=O)Nc1cc(C)on1
1078,1657,compound_0727,COc1ccc(NC(=O)c2ccc(OC)cc2OC)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec7b0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,835,COc1ccc(NC(=O)c2ccc(OC)cc2OC)cc1
1079,1659,compound_2184,COc1cccc(NC(=O)CSc2nnc(C3CC3)n2C)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec890>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7,COc1cccc(NC(=O)CSc2nnc(C3CC3)n2C)c1
1080,1660,compound_1028,CC(=O)c1c(C(C)=O)c(C)n(Cc2ccc3c(c2)OCO3)c1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec900>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,834,CC(=O)c1c(C(C)=O)c(C)n(Cc2ccc3c(c2)OCO3)c1C
1081,1661,compound_0820,c1ccc(-c2cnn3c(-c4ccccc4)cnc3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec970>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,833,c1ccc(-c2cnn3c(-c4ccccc4)cnc3n2)cc1
1082,1662,compound_1309,Cc1ccsc1C(=O)OCC(=O)Nc1ccc2c(c1)CCC2,<rdkit.Chem.rdchem.Mol object at 0x7352c10ec9e0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,832,Cc1ccsc1C(=O)OCC(=O)Nc1ccc2c(c1)CCC2
1083,1663,compound_1039,Cc1cc(-c2nnc(SCC(=O)N3C(C)CCCC3C)o2)no1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eca50>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,176,Cc1cc(-c2nnc(SCC(=O)N3C(C)CCCC3C)o2)no1
1084,1666,compound_1629,N#Cc1ccc(NC(=O)c2nc3ncccn3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ecba0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,161,N#Cc1ccc(NC(=O)c2nc3ncccn3n2)cc1
1085,1667,compound_0313,COC(=O)c1c(NC(C)=O)sc(Cc2ccccc2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10ecc10>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,831,COC(=O)c1c(NC(C)=O)sc(Cc2ccccc2)c1C
1086,1669,compound_0503,CN(C(=O)Cn1ncc(Cl)c(Cl)c1=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eccf0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,830,CN(C(=O)Cn1ncc(Cl)c(Cl)c1=O)c1ccccc1
1087,1670,compound_1008,Cc1cc(NC(=O)CSc2ccc(-c3ccco3)nn2)no1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ecd60>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,829,Cc1cc(NC(=O)CSc2ccc(-c3ccco3)nn2)no1
1088,1672,compound_1274,O=C(NCc1ccco1)Nc1sccc1-n1cccc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ece40>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,828,O=C(NCc1ccco1)Nc1sccc1-n1cccc1
1089,1673,compound_1512,CC(NC(=O)c1ccco1)C(=O)OCc1cccc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10eceb0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,827,CC(NC(=O)c1ccco1)C(=O)OCc1cccc(C(F)(F)F)c1
1090,1674,compound_0649,COc1ccc(NC(=O)c2cnc(-c3ccccc3)nc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ecf20>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,826,COc1ccc(NC(=O)c2cnc(-c3ccccc3)nc2)cc1
1091,1676,compound_1219,CCc1nc2ccccc2c(=O)n1CC(=O)NC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ed000>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,175,CCc1nc2ccccc2c(=O)n1CC(=O)NC1CCCCC1
1092,1678,compound_2210,CCCSc1nnc2c(n1)OC(C)Nc1ccccc1-2,<rdkit.Chem.rdchem.Mol object at 0x7352c10ed0e0>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,825,CCCSc1nnc2c(n1)OC(C)Nc1ccccc1-2
1093,1681,compound_1210,COc1cc(OC)cc(-c2nc(-c3nonc3N)no2)c1,<rdkit.Chem.rdchem.Mol object at 0x7352c10ed230>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,824,COc1cc(OC)cc(-c2nc(-c3nonc3N)no2)c1
1094,1683,compound_1835,CCOC(=O)c1c(NC(=O)c2cccs2)sc(C(N)=O)c1C,<rdkit.Chem.rdchem.Mol object at 0x7352c10ed310>,True,True,True,True,True,True,True,True,True,True,True,True,True,True,27,CCOC(=O)c1c(NC(=O)c2cccs2)sc(C(N)=O)c1C
