id,standard_smiles,syba_score,mce18
compound_1746,O=C1c2ccccc2NC(c2cccc(O)c2)N1Cc1ccco1,76.96147166733816,101.5079365079365
compound_0678,Cc1cccn2c(=O)c3cc(C(=O)N4CCCC(C)C4)sc3nc12,92.4978679657048,116.6
compound_1910,O=C1OC(C(=O)NCCc2ccccc2)Cc2ccccc21,107.60088339543488,62.231404958677686
compound_1130,COc1ccc(N2CC(NC(=O)NC3CCCC3)CC2=O)cc1,129.1293364622687,71.27759197324414
compound_1672,Cn1c(-c2nonc2NC(=O)C(C)(C)C)nc2ccccc21,83.31819589032084,57.0
compound_0283,O=C(Nc1ccc2c(c1)OCO2)c1nn2cccnc2c1Cl,112.47050701360678,81.6969696969697
compound_2760,Cn1c(=O)c2c(nc(NCCO)n2Cc2ccc(F)cc2)n(C)c1=O,126.92052948380002,57.0
compound_0690,Cc1cccc(-c2nsc(SCC(=O)NCC3CCCO3)n2)c1,137.6127922583643,63.62948960302457
compound_2872,Cc1nn(C)c(C)c1C(=O)NC1C2CC3CC(C2)CC1C3,49.41005165600684,121.87301587301587
compound_1058,O=C1CCCCC1Oc1ccc2c3c(c(=O)oc2c1)CCC3,68.526744597419,110.06993006993008
compound_1820,Cc1cc(C)cc(NC(=O)CSc2nc(=O)[nH]c3c2CCCC3)c1,144.54656943823173,55.080000000000005
compound_1301,COn1c(-c2ccccc2)nc2c1CCc1nonc1-2,27.297905192502807,79.12941176470589
compound_2214,CC12CCC(C(=O)N(CCC#N)CCC#N)(CC1=O)C2(C)C,27.068147164945096,59.56363636363636
compound_1024,O=C(COC(=O)c1ccccc1O)NC1CCCc2ccccc21,133.88533609758878,68.22222222222223
compound_1070,CCC(C)NC(=O)c1noc2c1CCc1cc(OC)ccc1-2,80.07456723772299,70.18939393939394
compound_0205,O=C(c1ccc(F)cc1)N1CCN(c2nc3ccccc3s2)CC1,150.75078985332914,85.45454545454545
compound_0096,Cc1cc(-c2ccccc2)nc2cc(C(=O)NCC3CCCO3)nn12,129.55021116360942,104.864
compound_0734,Cc1ccc(S(=O)(=O)C2(C(=O)NC3CCCC3)CC2)cc1,79.52334297010609,66.26476190476191
compound_0366,CCOC(=O)C1=C(C)Nc2ncnn2C1c1ccc(F)cc1,103.31894320484312,69.22009569377991
compound_0383,c1ccc(-c2ncc(-c3ccncc3)c(-c3cccnc3)n2)nc1,74.63821409034949,72.0
compound_0009,COc1cccc(C2CC(c3cccc(OC)c3)n3nnnc3N2)c1,73.0583050549968,103.75652173913042
compound_2537,CCCOC(=O)C(C)Oc1ccc2c3c(c(=O)oc2c1)CCC3,136.28383121204328,71.07023411371237
compound_0795,O=C(Nc1ccc(-c2nc3cccnc3s2)cc1)C1CCCO1,115.38969712395996,100.34989648033128
compound_0280,COc1ccc2[nH]c3c(N4CCOCC4)ncnc3c2c1,84.85018392374623,81.42857142857143
compound_1836,COCC1=C(C(=O)OC)C(c2ccc(Cl)cc2)n2ncnc2N1,71.84527848504815,69.16704805491992
compound_1808,Cn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2)n(C)c1=O,93.26817088613086,91.8016
compound_2528,O=C1CC(c2ccco2)Cc2nc(N3CCOCC3)ncc21,62.58561185661381,103.41106719367588
compound_1624,CC12CCC(C(=O)NCc3cccnc3)(OC1=O)C2(C)C,59.39690137630255,90.4
compound_1528,O=C(Cc1cn2ccsc2n1)Nc1cccc2cnccc12,163.8871714990485,76.0
compound_0962,CC(C)(C)C(=O)Nc1ccccc1-c1nc2ccccc2[nH]c1=O,93.63451504109923,57.0
compound_0470,Cc1ccc(N2CC(NC(=O)C3CC3)CC2=O)cc1C,95.12142364648123,74.80000000000001
compound_0789,CC(C)OCCCNC(=O)C1CCCN(c2nc3ccccc3o2)C1,149.98881686005254,68.05333333333333
compound_1531,COc1ccc(OCc2nn3c(-c4cccnc4)nnc3s2)cc1,131.41097543135763,76.0
compound_2206,c1csc(-c2cnc(N3CCC4(CC3)OCCO4)nc2)c1,61.777558810627085,103.63636363636364
compound_2753,O=C(Nc1ccc(F)cc1)N1CCC2(CC1)OCCO2,107.56184861361564,71.46666666666667
compound_1725,CC(=O)C(C)Oc1cc(C)cc2oc(=O)c3c(c12)CCCC3,96.5783833431696,76.53146853146853
compound_2348,Cn1c(C(=O)NCc2ccccn2)cc2cc(S(C)(=O)=O)ccc21,124.87261965142834,57.0
compound_2243,COC(=O)c1cc(-c2c(C)nn(C)c2C)nc2c1c(C)nn2C,65.11193476876149,60.0
compound_2240,CC1CN(c2oc(-c3ccccc3)nc2C#N)CC(C)O1,63.41253334477345,68.43290043290044
compound_1695,Cc1cc(C(=O)OC(C)C(=O)NCc2ccco2)c2ccccc2n1,157.6000806696252,68.0
compound_1411,CCc1ccc(N2CCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1,94.2323927809233,94.83333333333334
compound_0457,CC1CCCCN1S(=O)(=O)c1ccc(S(=O)(=O)N(C)C)cc1,103.96581084522154,55.917355371900825
compound_1886,COC(=O)c1c(NC2OC(=O)c3ccccc32)sc2c1CCC2,79.72759625430324,110.64426877470356
compound_2703,O=c1[nH]c(CSc2ncnc3ccccc23)nc2ccccc12,121.8082232886248,76.0
compound_1513,c1ccc(-c2nc(NC3CC3)cc(-c3cccnc3)n2)cc1,104.89012961805666,76.20779220779221
compound_2763,COC(=O)c1c(C)oc(C)c1S(=O)(=O)N1CCCc2ccccc21,105.40182039061573,63.69565217391305
compound_2287,COC(=O)Cc1c(C)c2ccc(OCC(=O)NC3CC3)cc2oc1=O,167.68696235032004,57.1104
compound_1287,Cn1c(=O)n(C)c2cc(S(=O)(=O)N3CCCC3)ccc21,98.9633565643084,62.2
compound_1631,COc1ccc(-c2nc3n(n2)CC(O)CS3)cc1OC,44.90734673256679,67.46666666666667
compound_2764,COC(=O)C1=C(C)Nc2nc(SC)nn2C1c1ccco1,81.73365613014269,69.23809523809524
compound_1033,Cc1nc(-c2cccc(S(=O)(=O)N3CCCC3)c2)cs1,113.03406090069132,56.01052631578948
compound_2502,O=C(Nc1ccc2c(c1)OCCO2)c1csc2c1CCCC2,136.0449573866712,83.6600790513834
