score
-7.1599507
7.5440917
11.01185
-1.580276
-7.116295
-8.567156
-12.350985
-3.264392
-9.8808775
-11.273391
3.3170867
-12.617669
-12.708012
-10.379947
-8.264148
-2.384718
-1.8282127
4.3369837
2.948512
5.436365
-6.138234
1.9134494
-6.072063
1.3811594
-13.689148
9.040349
-2.7346382
-6.218209
3.6979804
-17.36333
-1.1784126
-5.9963336
6.4848247
-0.54725397
-0.016825676
-4.157099
2.0730023
-15.19756
3.9546251
-5.4967766
10.407291
-9.687229
1.8842758
-4.9143057
5.862639
-6.610058
14.98116
-0.21147466
-4.5530376
-8.764915
-6.3887753
-3.4133286
-0.08801448
-8.240556
3.7667227
-12.929433
-10.480714
-3.353962
2.210875
-1.1281749
5.5209556
-18.646013
-2.6110802
-16.325882
-4.1785636
2.8163643
-8.501913
-6.3458962
-6.4967117
7.037041
-0.3384266
10.307143
-2.2556462
-10.473297
-11.569836
-6.674989
-1.8009441
2.3088303
-6.959644
0.6591884
-8.740031
0.60185707
-9.510129
2.3294487
-13.784058
-5.091478
-12.606976
7.834451
1.1423751
-2.936591
-6.965277
-3.9659786
-16.426905
3.0988321
-5.174265
-11.288271
-8.222784
-11.760159
-7.4882445
-8.660172
5.7805147
-5.360569
13.861098
-12.8262415
-6.487269
-9.0388365
-10.05129
2.5923285
-5.366727
-6.3036265
11.653725
5.2183414
-0.7715195
0.45793617
-1.1398501
-6.7389674
6.109608
-6.4233327
-6.239412
-1.0551066
-2.3457427
-9.724219
2.7531133
8.139119
-18.508091
7.1851296
-0.43511617
0.21385694
-3.130171
-9.840446
-10.685429
-0.23526013
-4.6602407
-12.683531
-7.6897287
10.620552
10.251421
-14.823468
-9.026385
-4.1074653
-3.2784152
-2.6112406
-6.397598
4.8941584
-7.686105
-7.281362
0.3218124
-2.9049602
-17.378658
-6.1160407
1.5272392
16.789484
1.0613068
6.2997856
-6.789444
-3.775144
-6.380801
-13.962473
3.771895
1.362065
-2.970672
6.370044
5.587042
-9.158012
-5.7673554
-7.717506
1.1126229
-4.211476
-4.422507
0.8322636
-6.7358966
5.25518
-8.873058
-8.727486
-10.208069
-3.6724682
-3.897688
10.12111
8.974724
-6.704498
23.44977
12.845256
-12.169337
-5.463858
-10.931703
-3.8539147
-5.4986267
-3.5703487
-9.827145
10.050519
-1.0810461
1.9534634
-9.014302
-7.4531655
8.220891
-7.540411
-0.13656294
-2.2743478
-13.649954
-14.587783
-12.3792925
17.153303
2.3781562
10.248509
-6.9469867
5.032482
-9.4577265
-6.9687457
-7.006433
6.5254483
-2.5216522
-7.2926097
-11.977995
3.3252716
3.577909
-10.438241
1.0899094
-5.944818
5.5506177
-4.046523
4.5309496
-12.706361
8.489813
-12.814229
-9.778583
-8.759863
-4.555304
-4.4341702
-0.9796423
-1.5015063
-7.2048645
2.5060902
-12.679038
-8.57684
3.212566
-11.199952
-3.0550737
-9.489325
-1.7696396
2.7240977
-8.109098
-7.2937794
0.2584839
-5.0552716
-10.447147
0.1645019
-0.8986039
4.035109
7.221187
5.0676475
1.0813028
-0.5009819
-9.665104
-12.10482
-4.4768486
11.837383
-3.9320502
-4.0060925
-12.204354
1.5127105
0.05162394
-3.1455393
13.01306
1.4553863
-9.736731
5.452133
4.1523194
-0.5313159
-6.5206757
13.519499
-16.312199
0.85964835
-8.926099
-4.8205094
-5.435307
-3.7311454
-5.6077905
-5.4011455
-13.919508
-10.290558
-5.1344614
3.74924
0.16206789
3.9533434
-20.445477
6.6556907
9.981441
3.8722792
-2.9317882
-3.5541697
-5.1336718
-3.580182
-18.923836
-10.975371
-0.43007362
-8.977128
-0.91402435
0.06776905
-0.6151149
-10.764176
0.030478
-9.721352
-8.515784
8.050754
2.1125145
0.18507981
-3.2529821
-8.869641
7.457089
-5.593816
-5.8269672
-4.6685596
-6.38166
2.5596976
2.956295
-3.3118696
5.104343
-7.6529098
-5.006415
10.74483
5.942026
-7.8571253
0.4608158
-1.2293589
-1.7205513
-18.505259
9.761886
-3.4948938
-6.203542
1.8850311
7.9917855
-2.659863
-5.1159854
-0.37040758
-12.989221
3.1057677
6.8453307
7.196157
0.56988347
1.4735779
-1.2958468
-12.039702
0.7179996
-2.843338
-13.38943
3.1227489
-2.1959245
9.658533
3.7512445
-0.30740058
-0.87787855
-1.806687
-7.086557
-4.3715672
-9.896734
8.769543
-8.965569
-11.234086
1.5953504
-9.290791
1.9720055
7.7947135
2.919652
9.459537
0.94968045
-0.9706275
-11.588954
8.292183
9.578513
-13.619512
-16.431673
-3.4153404
7.092321
-9.404638
-16.650797
-11.379889
-6.135369
-8.636194
-9.615333
2.7920532
-8.87792
-3.7033348
-6.590765
2.7565389
-14.3898
-14.802543
0.53511703
-8.604472
-13.332544
0.7537519
-9.745341
-6.2635245
-8.086112
-16.05102
8.901668
-0.30694437
-12.017213
5.4141994
-9.814736
-2.695705
5.048101
-9.385629
-4.470328
14.726611
13.55854
1.2615997
-4.180202
1.3889436
-4.35122
-2.2030177
-1.9548385
-3.7443085
-1.8878584
-8.732833
2.6288242
-17.220198
-9.358929
-6.6882725
-2.3363888
-12.2745905
-0.53495944
-11.451317
-7.6606526
-10.789094
0.54539645
-0.32520795
-1.0418959
0.17814231
-8.531788
-0.2907132
-0.38756442
-13.518712
-14.289965
0.61540496
-1.8346837
4.925115
1.793573
8.082844
-2.2956693
6.294907
-11.584133
7.001556
-4.3926015
-2.403019
-18.997526
5.799487
-14.867734
1.8478132
10.956916
-9.030368
-5.6270576
-7.67525
-8.169445
-5.872102
-4.7920456
-16.226542
-2.9785419
-1.0439065
13.5448065
-6.2099795
-5.7307997
-3.958282
1.7113687
0.9089912
-11.837826
-15.106303
-1.1212828
-12.801179
0.42798603
-0.8759453
-4.5279117
4.547746
1.343474
-6.196732
